"id","processing_areapro","processing_typeprocessing","processing_source","processing_amountprocessing","processing_priceprocessing","processing_typebusiness","date","province","uuid"
440255466,2,99,"natural",0.07,20000,1,"2023-02-15",23,NA
440255466,2,26,"natural",60,4000,2,"2023-02-15",23,NA
440255710,2,28,"natural",1.61,35000,1,"2023-03-15",23,NA
440255710,2,16,"natural",0.32,35000,1,"2023-03-15",23,NA
440255710,2,17,"natural",0.89,150000,1,"2023-03-15",23,NA
440255710,2,19,"natural",0.73,100000,1,"2023-03-15",23,NA
440255710,2,99,"natural",15.74,2000,1,"2023-03-15",23,NA
440255710,2,23,"natural",6.62,70000,1,"2023-03-15",23,NA
440255710,2,99,"natural",48.27,70000,1,"2023-03-15",23,NA
440255710,2,99,"natural",0.4,1500,1,"2023-03-15",23,NA
440255710,2,99,"natural",4.12,1500,1,"2023-03-15",23,NA
440255710,2,20,"natural",0.4,30000,1,"2023-03-15",23,NA
440255710,2,21,"natural",0.65,30000,1,"2023-03-15",23,NA
440255710,2,99,"natural",0.16,20000,1,"2023-03-15",23,NA
440255710,2,99,"natural",0.08,20000,1,"2023-03-15",23,NA
440255710,2,26,"natural",70,4000,1,"2023-03-15",23,NA
440256092,2,28,"natural",1.72,35000,1,"2023-04-15",23,NA
440256092,2,16,"natural",0.34,35000,1,"2023-04-15",23,NA
440256092,2,17,"natural",0.94,150000,1,"2023-04-15",23,NA
440256092,2,19,"natural",0.77,100000,1,"2023-04-15",23,NA
440256092,2,99,"natural",16.73,2000,1,"2023-04-15",23,NA
440256092,2,23,"natural",7.03,70000,1,"2023-04-15",23,NA
440256092,2,99,"natural",51.29,70000,1,"2023-04-15",23,NA
440256092,2,99,"natural",0.43,1500,1,"2023-04-15",23,NA
440256092,2,99,"natural",4.37,1500,1,"2023-04-15",23,NA
440256092,2,20,"natural",0.43,30000,1,"2023-04-15",23,NA
440256092,2,21,"natural",0.69,30000,1,"2023-04-15",23,NA
440256092,2,99,"natural",0.17,20000,1,"2023-04-15",23,NA
440256092,2,99,"natural",0.09,20000,1,"2023-04-15",23,NA
440256092,2,26,"natural",75,4000,1,"2023-04-15",23,NA
440256265,2,26,"natural",80,4000,2,"2023-05-15",23,NA
440256265,2,28,"natural",1.61,35000,1,"2023-05-15",23,NA
440256265,2,16,"natural",0.32,35000,1,"2023-05-15",23,NA
440256265,2,17,"natural",0.89,150000,1,"2023-05-15",23,NA
440256265,2,19,"natural",0.73,100000,1,"2023-05-15",23,NA
440256265,2,99,"natural",15.74,2000,1,"2023-05-15",23,NA
440256265,2,23,"natural",6.62,70000,1,"2023-05-15",23,NA
440256265,2,99,"natural",48.27,70000,1,"2023-05-15",23,NA
440256265,2,99,"natural",0.4,1500,1,"2023-05-15",23,NA
440256265,2,99,"natural",4.12,1500,1,"2023-05-15",23,NA
440256265,2,20,"natural",0.4,30000,1,"2023-05-15",23,NA
440256265,2,21,"natural",0.65,30000,1,"2023-05-15",23,NA
440256265,2,99,"natural",0.16,20000,1,"2023-05-15",23,NA
440256265,2,99,"natural",0.08,20000,1,"2023-05-15",23,NA
440625986,1,7,"natural",0.2,6000,1,"2023-06-16",5,NA
440813957,1,2,"aquaculture",46.4,35000,1,"2023-06-30",6,NA
440813957,1,3,"natural",115,25000,1,"2023-06-30",6,NA
440813957,1,4,"aquaculture",47.2,15000,1,"2023-06-30",6,NA
440813957,1,5,"natural",6.5,20000,1,"2023-06-30",6,NA
440813957,1,6,"natural",27,350000,1,"2023-06-30",6,NA
440813957,1,7,"aquaculture",79.9,25000,1,"2023-06-30",6,NA
440813957,1,9,"aquaculture",97.8,30000,1,"2023-06-30",6,NA
440813957,1,8,"natural",194,5000,1,"2023-06-30",6,NA
440813957,1,15,"natural",7,20000,1,"2023-06-30",6,NA
440813957,1,10,"natural",41.5,10000,1,"2023-06-30",6,NA
440813957,1,13,"natural",1.8,50000,1,"2023-06-30",6,NA
440813957,1,11,"natural",198.5,1500,1,"2023-06-30",6,NA
441382067,1,7,"natural",15,60000,1,"2023-06-15",4,NA
441382067,1,10,"natural",15,20000,1,"2023-06-15",4,NA
441382067,1,30,"natural",60,40000,1,"2023-06-15",4,NA
441382067,1,88,"natural",140,15000,1,"2023-06-15",4,NA
441382067,1,13,"natural",10,60000,1,"2023-06-15",4,NA
441847791,2,16,"natural",15,12000,1,"2023-06-30",18,NA
441847791,2,17,"natural",10,120000,1,"2023-06-30",18,NA
441848086,1,2,"aquaculture",10,3000,1,"2023-02-06",6,NA
441848086,1,2,"natural",18,25000,1,"2023-02-06",6,NA
441848086,1,4,"natural",42.5,15000,1,"2023-02-06",6,NA
441848086,1,7,"natural",10,25000,1,"2023-02-06",6,NA
441848086,1,9,"natural",22,20000,1,"2023-02-06",6,NA
441848086,1,8,"natural",38,8000,1,"2023-02-06",6,NA
441848086,1,10,"natural",24,10000,1,"2023-02-06",6,NA
441848086,1,88,"natural",9,5000,1,"2023-02-06",6,NA
441848086,1,11,"natural",19,1000,1,"2023-02-06",6,NA
442054452,1,2,"natural",8,30000,1,"2023-02-13",6,NA
442054452,1,3,"aquaculture",23,25000,1,"2023-02-13",6,NA
442054452,1,4,"aquaculture",40,15000,1,"2023-02-13",6,NA
442054452,1,6,"natural",3.75,350000,1,"2023-02-13",6,NA
442054452,1,7,"natural",10,25000,1,"2023-02-13",6,NA
442054452,1,8,"natural",60,5000,1,"2023-02-13",6,NA
442054452,1,9,"natural",25,25000,1,"2023-02-13",6,NA
442054452,1,10,"natural",28,10000,1,"2023-02-13",6,NA
442054452,1,88,"natural",11,10000,1,"2023-02-13",6,NA
442054452,1,11,"natural",36,1000,1,"2023-02-13",6,NA
442387044,1,3,"aquaculture",1,22000,1,"2023-06-16",15,NA
442387044,1,8,"natural",4,7000,1,"2023-06-16",15,NA
442387044,1,30,"natural",1,9000,1,"2023-06-16",15,NA
442388749,1,8,"natural",7,10000,1,"2023-02-03",15,NA
442388749,1,3,"aquaculture",1,18000,1,"2023-02-03",15,NA
442388749,1,7,"aquaculture",1,18000,1,"2023-02-03",15,NA
442389728,1,8,"natural",7,9000,1,"2023-02-17",15,NA
442389728,1,13,"natural",1,21000,1,"2023-02-17",15,NA
442389728,1,7,"aquaculture",2,15000,1,"2023-02-17",15,NA
442389728,1,10,"natural",3,13000,1,"2023-02-17",15,NA
442391765,1,8,"natural",5,1100,1,"2023-02-27",15,NA
442391765,1,10,"natural",1,12000,1,"2023-02-27",15,NA
442391765,1,30,"aquaculture",9,15000,1,"2023-02-27",15,NA
442391765,1,11,"natural",1,9500,1,"2023-02-27",15,NA
442392276,1,2,"natural",11,35000,1,"2023-02-20",6,NA
442392276,1,3,"natural",31,25000,1,"2023-02-20",6,NA
442392276,1,4,"natural",35,15000,1,"2023-02-20",6,NA
442392276,1,9,"natural",31,35000,1,"2023-02-20",6,NA
442392276,1,6,"natural",3.75,350000,1,"2023-02-20",6,NA
442392276,1,8,"natural",47,7000,1,"2023-02-20",6,NA
442392276,1,10,"natural",32.5,10000,1,"2023-02-20",6,NA
442392276,1,11,"natural",110,1000,1,"2023-02-20",6,NA
442392276,1,88,"natural",11,10000,1,"2023-02-20",6,NA
442392276,1,7,"natural",10,25000,1,"2023-02-20",6,NA
442392619,1,30,"aquaculture",10,18000,1,"2023-02-28",15,NA
442392619,1,8,"natural",8,12000,1,"2023-02-28",15,NA
442397590,1,8,"natural",8,11000,1,"2023-03-10",15,NA
442397590,1,2,"aquaculture",2,26000,1,"2023-03-10",15,NA
442397590,1,7,"aquaculture",1,17000,1,"2023-03-10",15,NA
442398410,1,8,"natural",1,12000,1,"2023-01-31",10,NA
442399309,1,8,"natural",1,12000,1,"2023-02-28",10,NA
442399313,1,8,"natural",10,1100,1,"2023-03-17",15,NA
442399313,1,13,"natural",1,25000,1,"2023-03-17",15,NA
442401776,1,3,"aquaculture",5,11000,1,"2023-03-24",15,NA
442401776,1,9,"natural",5,12000,1,"2023-03-24",15,NA
442403319,1,3,"aquaculture",3,25000,1,"2023-03-31",15,NA
442403319,1,8,"natural",10,11000,1,"2023-03-31",15,NA
442407668,1,2,"natural",14,30000,1,"2023-02-28",6,NA
442407668,1,3,"natural",18.75,25000,1,"2023-02-28",6,NA
442407668,1,5,"natural",52.5,5000,1,"2023-02-28",6,NA
442407668,1,7,"natural",13.75,25000,1,"2023-02-28",6,NA
442407668,1,9,"natural",40,20000,1,"2023-02-28",6,NA
442407668,1,8,"natural",47.5,5000,1,"2023-02-28",6,NA
442407668,1,11,"natural",35,1500,1,"2023-02-28",6,NA
442407668,1,10,"natural",37.5,10000,1,"2023-02-28",6,NA
442407668,1,88,"natural",11.25,50000,1,"2023-02-28",6,NA
442417388,2,28,"natural",1.61,35000,1,"2023-06-15",23,NA
442417388,2,16,"natural",0.32,35000,1,"2023-06-15",23,NA
442417388,2,17,"natural",0.89,150000,1,"2023-06-15",23,NA
442417388,2,19,"natural",0.73,100000,1,"2023-06-15",23,NA
442417388,2,99,"natural",15.74,2000,1,"2023-06-15",23,NA
442417388,2,23,"natural",6.62,70000,1,"2023-06-15",23,NA
442417388,2,99,"natural",48.27,70000,1,"2023-06-15",23,NA
442417388,2,99,"natural",0.4,1500,1,"2023-06-15",23,NA
442417388,2,99,"natural",4.12,1500,1,"2023-06-15",23,NA
442417388,2,20,"natural",0.4,30000,1,"2023-06-15",23,NA
442417388,2,21,"natural",0.65,30000,1,"2023-06-15",23,NA
442417388,2,99,"natural",0.16,20000,1,"2023-06-15",23,NA
442417388,2,99,"natural",0.08,20000,1,"2023-06-15",23,NA
442417388,2,26,"natural",77,4000,2,"2023-06-15",23,NA
442433998,2,16,"natural",0.2,12000,1,"2023-06-23",18,NA
442433998,2,17,"natural",10,120000,1,"2023-06-23",18,NA
442433998,2,26,"natural",10,6000,1,"2023-06-23",18,NA
442433998,2,16,"natural",15,12000,1,"2023-06-23",18,NA
442487297,1,30,"natural",8,30000,1,"2023-01-16",19,NA
442487297,1,88,"natural",20,9000,1,"2023-01-16",19,NA
442487297,1,88,"natural",7,15000,1,"2023-01-16",19,NA
442487297,1,88,"natural",7,25000,1,"2023-01-16",19,NA
442487297,1,88,"natural",7,18000,1,"2023-01-16",19,NA
442495211,1,88,"natural",8,30000,1,"2023-02-16",19,NA
442495211,1,88,"natural",16,9000,1,"2023-02-16",19,NA
442495211,1,88,"natural",9,15000,1,"2023-02-16",19,NA
442495211,1,88,"natural",3,25000,1,"2023-02-16",19,NA
442495211,1,88,"natural",3,18000,1,"2023-02-16",19,NA
442499772,1,88,"natural",14,9000,1,"2023-03-16",19,NA
442499772,1,88,"natural",10,30000,1,"2023-03-16",19,NA
442499772,1,88,"natural",3,25000,1,"2023-03-16",19,NA
442499772,1,88,"natural",9,18000,1,"2023-03-16",19,NA
442499772,1,88,"natural",4,15000,1,"2023-03-16",19,NA
442511262,1,88,"natural",14,9000,1,"2023-04-16",19,NA
442511262,1,88,"natural",9,25000,1,"2023-04-16",19,NA
442511262,1,88,"natural",8,15000,1,"2023-04-16",19,NA
442511262,1,88,"natural",5,18000,1,"2023-04-16",19,NA
442511262,1,88,"natural",2,25000,1,"2023-04-16",19,NA
442524492,1,8,"natural",100,11000,1,"2023-04-07",15,NA
442524492,1,3,"aquaculture",1,25000,1,"2023-04-07",15,NA
442527558,1,8,"natural",50,11000,1,"2023-04-13",15,NA
442527558,1,3,"aquaculture",1,24000,1,"2023-04-13",15,NA
442530108,1,8,"natural",100,9000,1,"2023-04-21",15,NA
442530108,1,7,"aquaculture",5,18000,1,"2023-04-21",15,NA
442534638,1,13,"natural",1,25000,1,"2023-04-28",15,NA
442534638,1,8,"natural",100,10000,1,"2023-04-28",15,NA
442542855,1,2,"natural",10,30000,1,"2023-03-10",6,NA
442542855,1,3,"natural",17,25000,1,"2023-03-10",6,NA
442542855,1,5,"natural",40,5000,1,"2023-03-10",6,NA
442542855,1,6,"aquaculture",3.5,250000,1,"2023-03-10",6,NA
442542855,1,7,"natural",16,25000,1,"2023-03-10",6,NA
442542855,1,9,"natural",28,20000,1,"2023-03-10",6,NA
442542855,1,8,"natural",68,10000,1,"2023-03-10",6,NA
442542855,1,10,"natural",43,10000,1,"2023-03-10",6,NA
442542855,1,11,"natural",52,1000,1,"2023-03-10",6,NA
442542855,1,88,"natural",11,50000,1,"2023-03-10",6,NA
442542855,1,4,"natural",9,20000,1,"2023-03-10",6,NA
442543281,1,2,"aquaculture",6,30000,1,"2023-03-03",6,NA
442543281,1,3,"natural",17,25000,1,"2023-03-03",6,NA
442543281,1,4,"aquaculture",54,20000,1,"2023-03-03",6,NA
442543281,1,6,"natural",2,250000,1,"2023-03-03",6,NA
442543281,1,7,"natural",10,25000,1,"2023-03-03",6,NA
442543281,1,8,"natural",43,6000,1,"2023-03-03",6,NA
442543281,1,9,"natural",20,20000,1,"2023-03-03",6,NA
442543281,1,10,"natural",24,10000,1,"2023-03-03",6,NA
442543281,1,11,"natural",67,1000,1,"2023-03-03",6,NA
442543281,1,88,"natural",9,7000,1,"2023-03-03",6,NA
442941185,1,88,"natural",8,9000,1,"2023-06-16",19,NA
442941185,1,88,"natural",5,25000,1,"2023-06-16",19,NA
442941185,1,88,"natural",5,15000,1,"2023-06-16",19,NA
442941185,1,88,"natural",3,18000,1,"2023-06-16",19,NA
442941185,1,88,"natural",9,30000,1,"2023-06-16",19,NA
443091646,1,3,"natural",12,30000,1,"2023-03-24",6,NA
443091646,1,2,"natural",27,2500,1,"2023-03-24",6,NA
443091646,1,4,"natural",5,15000,1,"2023-03-24",6,NA
443091646,1,5,"natural",34,5000,1,"2023-03-24",6,NA
443091646,1,6,"natural",3,250000,1,"2023-03-24",6,NA
443091646,1,7,"natural",13,25000,1,"2023-03-24",6,NA
443091646,1,9,"natural",32,20000,1,"2023-03-24",6,NA
443091646,1,8,"natural",43,5000,1,"2023-03-24",6,NA
443091646,1,10,"natural",56,10000,1,"2023-03-24",6,NA
443091646,1,88,"natural",11.25,20000,1,"2023-03-24",6,NA
443091646,1,11,"natural",31,1000,1,"2023-03-24",6,NA
443260438,1,3,"aquaculture",16.25,25000,1,"2023-06-17",14,NA
443260438,1,7,"natural",2.92,20000,1,"2023-06-17",14,NA
443260438,1,10,"aquaculture",12.5,8000,1,"2023-06-17",14,NA
443260438,1,88,"natural",0.75,8000,1,"2023-06-17",14,NA
443260438,1,8,"natural",20,6000,1,"2023-06-17",14,NA
443260438,1,88,"natural",38.75,6000,1,"2023-06-17",14,NA
443260438,1,88,"natural",0.83,4000,1,"2023-06-17",14,NA
443260438,1,15,"natural",7.92,20000,1,"2023-06-17",14,NA
443260438,1,11,"natural",87.5,3500,1,"2023-06-17",14,NA
443452127,1,3,"natural",9,30000,1,"2023-03-30",6,NA
443452127,1,2,"natural",17.75,25000,1,"2023-03-30",6,NA
443452127,1,4,"natural",6,20000,1,"2023-03-30",6,NA
443452127,1,5,"natural",52.5,5000,1,"2023-03-30",6,NA
443452127,1,6,"natural",2.5,250000,1,"2023-03-30",6,NA
443452127,1,7,"natural",13,25000,1,"2023-03-30",6,NA
443452127,1,9,"natural",40,20000,1,"2023-03-30",6,NA
443452127,1,8,"natural",51,5000,1,"2023-03-30",6,NA
443452127,1,10,"natural",64,10000,1,"2023-03-30",6,NA
443452127,1,11,"natural",50,1000,1,"2023-03-30",6,NA
443452127,1,88,"natural",11.25,5000,1,"2023-03-30",6,NA
443453699,1,8,"natural",1.02,15000,1,"2023-06-23",21,NA
443453699,1,3,"natural",0.73,20000,1,"2023-06-23",21,NA
443453699,1,88,"natural",0.29,15000,1,"2023-06-23",21,NA
443453699,1,88,"natural",0.29,12000,1,"2023-06-23",21,NA
443453699,1,11,"natural",44,2000,1,"2023-06-23",21,NA
443455332,1,2,"natural",18.5,30000,1,"2023-04-07",6,NA
443455332,1,3,"natural",18.75,25000,1,"2023-04-07",6,NA
443455332,1,4,"natural",52.5,20000,1,"2023-04-07",6,NA
443455332,1,6,"natural",3.75,250000,1,"2023-04-07",6,NA
443455332,1,7,"natural",10,25000,1,"2023-04-07",6,NA
443455332,1,9,"natural",37.5,20000,1,"2023-04-07",6,NA
443455332,1,8,"natural",50,5000,1,"2023-04-07",6,NA
443455332,1,10,"natural",37.5,10000,1,"2023-04-07",6,NA
443455332,1,13,"natural",1.25,50000,1,"2023-04-07",6,NA
443455332,1,88,"natural",11.25,15000,1,"2023-04-07",6,NA
443455332,1,11,"natural",55,1000,1,"2023-04-07",6,NA
443462964,1,7,"natural",4,60000,1,"2023-06-23",4,NA
